"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 19 11:27:34 CST 2022","Thu May 19 11:27:34 CST 2022","184","commen.borrow_record_api","test_append_borrowId_api","test_append_borrowId_api","","","test_borrow_list_api_02",""
"passed","Thu May 19 11:27:33 CST 2022","Thu May 19 11:27:34 CST 2022","402","commen.borrow_record_api","test_append_borrowId_api","test_append_borrowId_api","","","test_borrow_list_api_01",""
